"RunId","Servidor","Dominio","EjecutadoPor","Elevado","Inicio","Fin","DuracionSegundos","Marco","Organizacion","ColectoresTotal","ColectoresOK","ColectoresFallidos","ColectoresOmitidos","RegistrosTotal","HallazgosTotal","Criticos","Altos","Medios","Bajos","Informativos","PuntajeRiesgo","NivelRiesgo","CriteriosEvaluados","CriteriosTotal","CriteriosNoConformes","BrechasEvidencia","Metricas"
"20260817-110307","SRV-SAP",,"SRV-SAP\svalle","False","2026-08-17T11:03:07","2026-08-17T11:06:27","198.7","Marco propio de criterios de auditoria de sistemas","DEFINIR","17","17","0","0","1522","48","3","16","19","9","1","288.4","CRITICO","37","37","16","8","System.Collections.Hashtable"
