"RunId","Servidor","Dominio","EjecutadoPor","Elevado","Inicio","Fin","DuracionSegundos","Marco","Organizacion","ColectoresTotal","ColectoresOK","ColectoresFallidos","ColectoresOmitidos","RegistrosTotal","HallazgosTotal","Criticos","Altos","Medios","Bajos","Informativos","PuntajeRiesgo","NivelRiesgo","CriteriosEvaluados","CriteriosTotal","CriteriosNoConformes","BrechasEvidencia","Metricas"
"PRUEBA","SRV-SAP",,"SRV-SAP\svalle","False","2026-08-12T13:56:58","2026-08-12T13:59:00","120.9","Marco propio de criterios de auditoria de sistemas","DEFINIR","15","15","0","0","1076","43","2","15","16","9","1","245","CRITICO","36","37","16","8","System.Collections.Hashtable"
