"RunId","Servidor","Dominio","EjecutadoPor","Elevado","Inicio","Fin","DuracionSegundos","Norma","Organizacion","ColectoresTotal","ColectoresOK","ColectoresFallidos","ColectoresOmitidos","RegistrosTotal","HallazgosTotal","Criticos","Altos","Medios","Bajos","Informativos","PuntajeRiesgo","NivelRiesgo","ControlesEvaluados","ControlesTotal","ControlesNoConformes","BrechasEvidencia","Metricas"
"20260811-184912","SRV-SAP",,"SRV-SAP\svalle","False","2026-08-11T18:49:12","2026-08-11T18:51:43","149.7","ISO/IEC 27001:2022 - Anexo A","DEFINIR","17","17","0","0","1133","47","2","16","19","9","1","268.4","CRITICO","40","40","18","8","System.Collections.Hashtable"
